amount_log,is_recurring,gateway_health_score,hour_of_day_sin,hour_of_day_cos,previous_attempts,previous_failures,previous_successful_payments,customer_tenure_days_log,success_rate_history,failure_cat_INFRASTRUCTURE_TRANSIENT,failure_cat_TEMPORARY_PAYMENT_ISSUE,failure_cat_PAYMENT_METHOD_ISSUE,failure_cat_CUSTOMER_ACTION_REQUIRED,failure_cat_HARD_UNRECOVERABLE,failure_cat_UNKNOWN,gateway_GATEWAY_A,gateway_GATEWAY_B,gateway_GATEWAY_C,action_INFRASTRUCTURE_RECOVERY,action_SILENT_RETRY,action_WAIT,action_CUSTOMER_RESOLUTION,transaction_id,amount,failure_code,failure_category,action,recovered
5.001796345429051,1.0,0.5465965830302756,-0.9659258262890684,0.2588190451025203,0.0,3.0,0.0,6.257667587882639,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,SYN-0000010,147.68,GATEWAY_TIMEOUT,INFRASTRUCTURE_TRANSIENT,INFRASTRUCTURE_RECOVERY,0
4.259011183777335,0.0,0.7176901796394879,-0.8660254037844385,-0.5000000000000004,0.0,0.0,6.0,4.61512051684126,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,SYN-0000011,69.74,ISSUER_DECLINED_SOFT,TEMPORARY_PAYMENT_ISSUE,INFRASTRUCTURE_RECOVERY,0
6.6954651159884655,0.0,0.5331303556597048,0.7071067811865476,0.7071067811865476,0.0,1.0,3.0,5.337538079701318,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,SYN-0000012,807.73,GATEWAY_TIMEOUT,INFRASTRUCTURE_TRANSIENT,WAIT,0
8.932278542901392,1.0,0.9700198308410519,0.8660254037844387,-0.4999999999999998,0.0,2.0,2.0,6.373319789577012,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,SYN-0000013,7571.5,INSUFFICIENT_FUNDS,TEMPORARY_PAYMENT_ISSUE,SILENT_RETRY,1
7.355711388044136,1.0,0.7953417293460824,1.0,6.123233995736766e-17,0.0,2.0,4.0,5.3981627015177525,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,SYN-0000014,1564.11,GATEWAY_UNAVAILABLE,INFRASTRUCTURE_TRANSIENT,INFRASTRUCTURE_RECOVERY,1
6.925418364187647,0.0,0.6287961308265763,0.8660254037844387,-0.4999999999999998,0.0,5.0,5.0,5.262690188904886,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,SYN-0000015,1016.82,GATEWAY_TIMEOUT,INFRASTRUCTURE_TRANSIENT,WAIT,1
6.093163366932816,1.0,0.780679567367826,0.49999999999999994,-0.8660254037844387,1.0,3.0,7.0,1.6094379124341003,0.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,SYN-0000016,441.82,ISSUER_DECLINED_SOFT,TEMPORARY_PAYMENT_ISSUE,WAIT,0
6.578834458513759,0.0,0.9697387962692916,0.49999999999999994,0.8660254037844387,1.0,3.0,3.0,6.156978985585555,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,SYN-0000017,718.7,CARD_EXPIRED,PAYMENT_METHOD_ISSUE,WAIT,0
6.835883266744342,1.0,0.9115445803212646,-0.9659258262890684,0.2588190451025203,0.0,1.0,6.0,5.351858133476067,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,SYN-0000018,929.65,CVV_MISMATCH,PAYMENT_METHOD_ISSUE,INFRASTRUCTURE_RECOVERY,1
7.600307282459336,0.0,0.9245073068367803,0.7071067811865476,-0.7071067811865475,0.0,3.0,5.0,6.218600119691729,0.625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,SYN-0000019,1997.81,ISSUER_DECLINED_SOFT,TEMPORARY_PAYMENT_ISSUE,CUSTOMER_RESOLUTION,0
4.7472772026129215,0.0,0.801303668748034,0.9659258262890683,-0.25881904510252063,0.0,3.0,2.0,5.3230099791384085,0.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,SYN-0000020,114.27,ISSUER_DECLINED_SOFT,TEMPORARY_PAYMENT_ISSUE,CUSTOMER_RESOLUTION,1
6.06918918551838,1.0,0.9658540865037,0.0,1.0,1.0,5.0,2.0,6.236369590203704,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,SYN-0000021,431.33,CARD_EXPIRED,PAYMENT_METHOD_ISSUE,WAIT,0
5.849036553975704,1.0,0.4916511302673545,0.8660254037844386,0.5000000000000001,1.0,2.0,1.0,3.295836866004329,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,SYN-0000022,345.9,MANDATE_EXPIRED,PAYMENT_METHOD_ISSUE,SILENT_RETRY,0
6.293678025405672,0.0,0.9598186602213079,0.7071067811865476,0.7071067811865476,1.0,1.0,2.0,5.60947179518496,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SYN-0000023,540.14,BANK_SERVER_ERROR,TEMPORARY_PAYMENT_ISSUE,SILENT_RETRY,0
6.867422747988397,1.0,0.9589180514437311,0.7071067811865476,-0.7071067811865475,0.0,1.0,7.0,2.4849066497880004,0.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,SYN-0000024,959.47,CARD_EXPIRED,PAYMENT_METHOD_ISSUE,WAIT,0
6.74656487836364,1.0,0.8310835520960115,-0.7071067811865477,0.7071067811865474,1.0,0.0,2.0,5.209486152841421,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SYN-0000025,850.13,MANDATE_EXPIRED,PAYMENT_METHOD_ISSUE,SILENT_RETRY,0
7.529637365654805,0.0,0.3403586218307336,0.0,1.0,0.0,3.0,5.0,5.988961416889864,0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,SYN-0000026,1861.43,MANDATE_EXPIRED,PAYMENT_METHOD_ISSUE,WAIT,0
5.74597952335599,0.0,0.47422304163300566,-0.25881904510252157,0.9659258262890681,0.0,0.0,4.0,5.017279836814924,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,SYN-0000027,311.93,3DS_AUTHENTICATION_REQUIRED,CUSTOMER_ACTION_REQUIRED,INFRASTRUCTURE_RECOVERY,0
7.201961025921164,0.0,0.8473323838249355,-0.4999999999999997,-0.8660254037844388,1.0,1.0,6.0,5.407171771460119,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,SYN-0000028,1341.06,ISSUER_DECLINED_SOFT,TEMPORARY_PAYMENT_ISSUE,CUSTOMER_RESOLUTION,0
5.369195127181474,0.0,0.7417426391301357,0.258819045102521,-0.9659258262890682,0.0,1.0,2.0,5.627621113690637,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,SYN-0000029,213.69,INSUFFICIENT_FUNDS,TEMPORARY_PAYMENT_ISSUE,WAIT,1
6.789365809481915,0.0,0.42615477101694654,-0.7071067811865471,-0.7071067811865479,2.0,1.0,8.0,5.049856007249537,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SYN-0000030,887.35,CARD_INVALID,PAYMENT_METHOD_ISSUE,INFRASTRUCTURE_RECOVERY,0
6.036414011891476,1.0,0.7208734759798785,-0.25881904510252157,0.9659258262890681,1.0,2.0,1.0,3.5263605246161616,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,SYN-0000031,417.39,ISSUER_DECLINED_SOFT,TEMPORARY_PAYMENT_ISSUE,WAIT,0
6.991875814847431,0.0,0.8836430742783727,-0.9659258262890683,-0.25881904510252063,0.0,2.0,5.0,6.620073206530356,0.7142857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,SYN-0000032,1086.76,3DS_AUTHENTICATION_REQUIRED,CUSTOMER_ACTION_REQUIRED,SILENT_RETRY,0
6.160574209929706,0.0,0.5827994192990733,-0.7071067811865477,0.7071067811865474,1.0,1.0,7.0,6.352629396319567,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SYN-0000033,472.7,NETWORK_ERROR,INFRASTRUCTURE_TRANSIENT,INFRASTRUCTURE_RECOVERY,1
6.852401118850059,0.0,0.9682296493311405,-0.7071067811865471,-0.7071067811865479,0.0,1.0,6.0,0.0,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,SYN-0000034,945.15,ISSUER_DECLINED_SOFT,TEMPORARY_PAYMENT_ISSUE,SILENT_RETRY,1
9.120972402219952,0.0,0.6690629867561677,-0.9659258262890684,0.2588190451025203,3.0,1.0,4.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,SYN-0000035,9144.09,BANK_SERVER_ERROR,TEMPORARY_PAYMENT_ISSUE,INFRASTRUCTURE_RECOVERY,1
3.966700566718842,1.0,0.7915307023927355,0.49999999999999994,-0.8660254037844387,0.0,1.0,3.0,5.942799375126701,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,SYN-0000036,51.81,GATEWAY_TIMEOUT,INFRASTRUCTURE_TRANSIENT,CUSTOMER_RESOLUTION,1
6.270137408214672,1.0,0.9182062518362476,0.9659258262890683,-0.25881904510252063,0.0,2.0,2.0,2.833213344056216,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,SYN-0000037,527.55,ISSUER_DECLINED_SOFT,TEMPORARY_PAYMENT_ISSUE,WAIT,1
7.104431644081176,0.0,0.6729725450108625,-0.5000000000000004,0.8660254037844384,0.0,2.0,0.0,6.056784013228625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,SYN-0000038,1216.35,GATEWAY_UNAVAILABLE,INFRASTRUCTURE_TRANSIENT,WAIT,1
6.093366589134412,1.0,0.5802247951065655,1.0,6.123233995736766e-17,1.0,0.0,2.0,5.733341276897746,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,SYN-0000039,441.91,3DS_AUTHENTICATION_REQUIRED,CUSTOMER_ACTION_REQUIRED,SILENT_RETRY,1
5.890953365511593,1.0,0.8432693797699036,-0.8660254037844385,-0.5000000000000004,0.0,1.0,2.0,5.41610040220442,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,SYN-0000040,360.75,CARD_INVALID,PAYMENT_METHOD_ISSUE,CUSTOMER_RESOLUTION,1
6.514075450841185,0.0,0.7784483901384704,-0.7071067811865477,0.7071067811865474,0.0,2.0,5.0,5.733341276897746,0.7142857142857143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,SYN-0000041,673.57,OTP_FAILED,CUSTOMER_ACTION_REQUIRED,WAIT,0
7.710424802768672,0.0,0.7768496698946468,-0.25881904510252157,0.9659258262890681,0.0,0.0,5.0,6.269096283706261,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,SYN-0000042,2230.49,MANDATE_EXPIRED,PAYMENT_METHOD_ISSUE,CUSTOMER_RESOLUTION,0
5.227089857259669,0.0,0.7905910951653663,-0.9659258262890683,-0.25881904510252063,1.0,0.0,4.0,6.410174881966167,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,SYN-0000043,185.25,ISSUER_DECLINED_SOFT,TEMPORARY_PAYMENT_ISSUE,INFRASTRUCTURE_RECOVERY,0
6.540582568660461,0.0,0.37297909392870204,-0.7071067811865477,0.7071067811865474,2.0,0.0,3.0,5.783825182329737,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,SYN-0000044,691.69,CARD_INVALID,PAYMENT_METHOD_ISSUE,SILENT_RETRY,0
5.4242008382382885,0.0,0.6627726435535345,-1.0,-1.8369701987210297e-16,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SYN-0000045,225.83,GATEWAY_TIMEOUT,INFRASTRUCTURE_TRANSIENT,INFRASTRUCTURE_RECOVERY,1
6.258854622541751,1.0,0.911444891235309,-0.7071067811865477,0.7071067811865474,0.0,1.0,4.0,5.5134287461649825,0.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,SYN-0000046,521.62,CVV_MISMATCH,PAYMENT_METHOD_ISSUE,INFRASTRUCTURE_RECOVERY,0
5.7595324897606925,1.0,0.6032513933490505,0.9659258262890683,-0.25881904510252063,1.0,1.0,3.0,5.863631175598097,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,SYN-0000047,316.2,MANDATE_EXPIRED,PAYMENT_METHOD_ISSUE,INFRASTRUCTURE_RECOVERY,0
7.773678603492505,0.0,0.9687108697716749,0.8660254037844387,-0.4999999999999998,2.0,1.0,3.0,5.799092654460526,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,SYN-0000048,2376.2,OTP_FAILED,CUSTOMER_ACTION_REQUIRED,SILENT_RETRY,0
6.841647527246012,1.0,0.6413568384259836,0.8660254037844386,0.5000000000000001,1.0,1.0,5.0,5.817111159963204,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,SYN-0000049,935.03,BANK_SERVER_ERROR,TEMPORARY_PAYMENT_ISSUE,SILENT_RETRY,1
8.00792635211424,0.0,0.5439703952501646,-0.4999999999999997,-0.8660254037844388,1.0,1.0,2.0,5.214935757608986,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,SYN-0000050,3003.68,CVV_MISMATCH,PAYMENT_METHOD_ISSUE,WAIT,0
7.179254614422141,0.0,0.9535387566436818,-0.9659258262890683,-0.25881904510252063,0.0,0.0,3.0,5.726847747587197,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,SYN-0000051,1310.93,RATE_LIMITED,INFRASTRUCTURE_TRANSIENT,WAIT,0
6.1692131639318,0.0,0.7133454767287236,0.9659258262890683,-0.25881904510252063,1.0,2.0,3.0,5.733341276897746,0.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,SYN-0000052,476.81,CARD_EXPIRED,PAYMENT_METHOD_ISSUE,WAIT,0
7.332526158948114,0.0,0.9691730203751694,0.9659258262890683,-0.25881904510252063,0.0,0.0,4.0,5.8971538676367405,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,SYN-0000053,1528.24,GATEWAY_TIMEOUT,INFRASTRUCTURE_TRANSIENT,WAIT,0
4.118223836012044,1.0,0.8146586544138236,-0.7071067811865471,-0.7071067811865479,0.0,2.0,6.0,4.23410650459726,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,SYN-0000054,60.45,NETWORK_ERROR,INFRASTRUCTURE_TRANSIENT,CUSTOMER_RESOLUTION,0
5.45309642033559,1.0,0.4179034546593049,-0.9659258262890683,-0.25881904510252063,1.0,0.0,5.0,5.429345628954441,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,SYN-0000055,232.48,CARD_REPORTED_LOST_OR_STOLEN,HARD_UNRECOVERABLE,SILENT_RETRY,0
8.089945557305343,1.0,0.9092070696530903,-1.0,-1.8369701987210297e-16,0.0,3.0,4.0,0.0,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,SYN-0000056,3260.51,GATEWAY_UNAVAILABLE,INFRASTRUCTURE_TRANSIENT,CUSTOMER_RESOLUTION,1
6.19766537769188,0.0,0.8310118385646558,1.2246467991473532e-16,-1.0,1.0,1.0,2.0,5.942799375126701,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,SYN-0000057,490.6,BANK_SERVER_ERROR,TEMPORARY_PAYMENT_ISSUE,CUSTOMER_RESOLUTION,0
7.934280628755346,0.0,0.7857837711695564,-0.9659258262890683,-0.25881904510252063,0.0,0.0,2.0,5.484796933490655,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,SYN-0000058,2790.35,RATE_LIMITED,INFRASTRUCTURE_TRANSIENT,SILENT_RETRY,0
6.299243321258885,0.0,0.9713046896114832,-0.9659258262890684,0.2588190451025203,1.0,1.0,5.0,0.0,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,SYN-0000059,543.16,CARD_EXPIRED,PAYMENT_METHOD_ISSUE,INFRASTRUCTURE_RECOVERY,0
7.259819610363186,1.0,0.8152748963243314,0.8660254037844386,0.5000000000000001,1.0,3.0,3.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,SYN-0000060,1421.0,GATEWAY_TIMEOUT,INFRASTRUCTURE_TRANSIENT,WAIT,0
9.203267417502301,0.0,0.957009648312378,0.0,1.0,2.0,1.0,4.0,5.472270673671475,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SYN-0000061,9928.52,CARD_INVALID,PAYMENT_METHOD_ISSUE,INFRASTRUCTURE_RECOVERY,0
6.902903528251112,1.0,0.8820980417024225,-0.7071067811865477,0.7071067811865474,1.0,1.0,2.0,5.783825182329737,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,SYN-0000062,994.16,GATEWAY_UNAVAILABLE,INFRASTRUCTURE_TRANSIENT,INFRASTRUCTURE_RECOVERY,0
5.761516648640389,0.0,0.8079914666703175,0.25881904510252074,0.9659258262890683,1.0,0.0,2.0,6.22455842927536,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,SYN-0000063,316.83,INSUFFICIENT_FUNDS,TEMPORARY_PAYMENT_ISSUE,CUSTOMER_RESOLUTION,0
6.953034525180897,0.0,0.872118316386986,0.25881904510252074,0.9659258262890683,0.0,2.0,4.0,5.872117789475416,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SYN-0000064,1045.32,FRAUD_SUSPECTED,HARD_UNRECOVERABLE,INFRASTRUCTURE_RECOVERY,1
7.9050470284349466,0.0,0.7190567741140907,0.8660254037844387,-0.4999999999999998,0.0,1.0,5.0,5.4510384535657,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SYN-0000065,2709.93,CARD_EXPIRED,PAYMENT_METHOD_ISSUE,INFRASTRUCTURE_RECOVERY,0
7.599771820610709,0.0,0.7541035746502287,0.9659258262890683,0.25881904510252074,1.0,0.0,4.0,4.795790545596741,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,SYN-0000066,1996.74,INSUFFICIENT_FUNDS,TEMPORARY_PAYMENT_ISSUE,WAIT,0
6.262083112446379,1.0,0.5457003307042483,-0.8660254037844386,0.5000000000000001,1.0,1.0,7.0,3.8501476017100584,0.875,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,SYN-0000067,523.31,MANDATE_EXPIRED,PAYMENT_METHOD_ISSUE,CUSTOMER_RESOLUTION,1
3.9318256327243257,1.0,0.8817051098211319,0.258819045102521,-0.9659258262890682,0.0,0.0,5.0,5.755742213586912,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SYN-0000068,50.0,3DS_AUTHENTICATION_REQUIRED,CUSTOMER_ACTION_REQUIRED,SILENT_RETRY,0
5.6669109998802965,1.0,0.4536021010806256,0.7071067811865476,-0.7071067811865475,0.0,0.0,3.0,5.777652323222656,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,SYN-0000069,288.14,CARD_EXPIRED,PAYMENT_METHOD_ISSUE,CUSTOMER_RESOLUTION,1
7.224403745226514,0.0,0.6332623866937286,-0.7071067811865471,-0.7071067811865479,1.0,1.0,4.0,5.953243334287785,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,SYN-0000070,1371.52,OTP_FAILED,CUSTOMER_ACTION_REQUIRED,CUSTOMER_RESOLUTION,1
6.088432443050445,1.0,0.6172925888336543,-0.2588190451025208,-0.9659258262890683,0.0,0.0,8.0,5.746203190540153,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,SYN-0000071,439.73,OTP_FAILED,CUSTOMER_ACTION_REQUIRED,WAIT,0
6.821445474015111,1.0,0.4537025241041535,-0.8660254037844385,-0.5000000000000004,0.0,0.0,4.0,5.808142489980444,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SYN-0000072,916.31,CARD_REPORTED_LOST_OR_STOLEN,HARD_UNRECOVERABLE,INFRASTRUCTURE_RECOVERY,0
7.16369123376117,1.0,0.6955306710369594,-0.5000000000000004,0.8660254037844384,0.0,2.0,6.0,4.248495242049359,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SYN-0000073,1290.67,ISSUER_DECLINED_SOFT,TEMPORARY_PAYMENT_ISSUE,INFRASTRUCTURE_RECOVERY,0
7.568771752787697,0.0,0.5518385897048016,-1.0,-1.8369701987210297e-16,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,SYN-0000074,1935.76,INSUFFICIENT_FUNDS,TEMPORARY_PAYMENT_ISSUE,WAIT,0
